school,sex,age,address,famsize,Pstatus,Medu,Fedu,studytime,activities,romantic,famrel,freetime,goout,health,absences,alc,grades
MS,F,18,R,LE3,T,4,4,2,yes,no,5,4,3,2,1,1, 13.67 
MS,F,18,U,GT3,T,3,3,2,no,yes,4,1,3,1,1,1, 16.00 
MS,F,17,R,GT3,T,3,1,2,yes,no,4,5,4,1,10,1, 8.67 
MS,M,18,U,GT3,T,4,4,2,yes,no,3,2,4,2,4,1, 18.00 
MS,M,18,R,GT3,T,2,1,1,yes,yes,4,4,3,5,0,1, 4.67 
MS,M,17,U,GT3,T,2,3,2,yes,no,4,4,3,3,4,0, 15.00 
MS,M,19,R,GT3,T,1,1,1,no,no,4,3,2,5,0,1, 4.33 
MS,M,18,R,GT3,T,4,2,1,no,no,5,4,3,3,0,1, 4.67 
MS,F,18,R,GT3,T,2,2,3,no,no,5,3,3,4,0,1, 15.33 
MS,F,17,U,GT3,T,4,3,2,no,no,5,5,4,1,0,0, 8.67 
MS,F,18,R,GT3,T,4,4,1,yes,yes,4,4,3,5,4,1, 8.67 
MS,F,19,R,GT3,T,2,3,3,yes,no,5,4,2,5,4,1, 10.33 
MS,F,18,U,LE3,T,3,1,2,no,no,4,3,4,1,4,0, 15.33 
MS,F,18,U,GT3,T,1,1,2,yes,no,1,1,1,5,6,0, 10.67 
MS,M,17,U,LE3,T,3,1,1,no,no,2,4,5,2,6,1, 10.00 
MS,M,18,R,LE3,T,3,2,1,no,no,4,4,1,5,4,1, 10.67 
